,Open,High,Low,Close,Volume
2019-10-09,1195.9535,1212.4539,1178.8607,1208.5795,238384.0
2019-10-07,1194.2215,1203.3377,1186.5183,1194.0391,194665.0
2019-10-04,1200.694,1211.0864,1188.7973,1191.8968,249597.0
2019-10-03,1176.0347,1197.9591,1167.9668,1195.1331,180235.0
2019-10-01,1217.012,1223.8491,1179.4532,1189.709,363845.0
2019-09-30,1194.2215,1217.9236,1190.3927,1214.8241,453955.0
2019-09-27,1179.4532,1198.6884,1170.5194,1193.0819,448751.0
2019-09-26,1175.9891,1183.9202,1170.018,1182.0058,492751.0
2019-09-25,1167.7845,1180.9574,1157.1641,1166.6906,420585.0
2019-09-24,1133.143,1183.7834,1132.2769,1165.551,970093.0
2019-09-23,1165.0496,1167.6478,1124.2091,1129.1774,764368.0
2019-09-20,1081.7276,1157.3009,1070.7882,1143.5354,1086709.0
2019-09-19,1100.3247,1102.467,1069.5575,1074.5258,352628.0
2019-09-18,1098.3647,1108.6204,1091.7554,1099.1396,301107.0
2019-09-17,1107.4353,1107.4353,1088.2001,1091.3908,236262.0
2019-09-16,1085.7388,1110.4892,1083.4597,1103.7888,370437.0
2019-09-13,1107.3441,1119.6966,1100.3702,1117.2352,553123.0
2019-09-12,1128.5849,1130.0435,1099.7321,1103.3786,253430.0
2019-09-11,1114.6371,1130.3625,1114.6371,1125.0296,208817.0
2019-09-09,1113.999,1123.7989,1105.9767,1114.0901,281180.0
2019-09-06,1098.5014,1120.3803,1090.5248,1114.4548,524842.0
2019-09-05,1101.2363,1106.4781,1087.7443,1092.3936,508170.0
2019-09-04,1093.9433,1098.4103,1080.7249,1095.3563,522244.0
2019-09-03,1130.4081,1133.1885,1093.9433,1099.3219,331294.0
2019-08-30,1136.7894,1143.1708,1112.9506,1138.0201,686721.0
2019-08-29,1146.7717,1148.6405,1126.3058,1132.4137,401078.0
2019-08-28,1163.2264,1167.3287,1145.7689,1151.4209,262612.0
2019-08-27,1169.6077,1170.4282,1150.2814,1162.406,354162.0
2019-08-26,1179.6356,1179.6356,1148.367,1154.0191,326836.0
2019-08-23,1133.143,1170.4282,1118.3747,1163.1808,518094.0
2019-08-22,1158.6683,1158.7139,1129.5421,1136.3336,406958.0
2019-08-21,1164.5027,1165.4143,1154.7028,1158.486,235305.0
2019-08-20,1179.6356,1179.6356,1160.3548,1163.2264,294304.0
2019-08-19,1167.6022,1182.0514,1167.3743,1177.9035,467894.0
2019-08-16,1176.4905,1176.9007,1160.6739,1164.5027,342819.0
2019-08-14,1183.282,1188.7518,1166.964,1174.4393,792885.0
2019-08-13,1130.4081,1187.3843,1117.0073,1162.3148,2112020.0
2019-08-09,1056.5669,1071.1528,1050.8237,1059.3018,533951.0
2019-08-08,1010.986,1055.6553,998.8158,1050.14,870140.0
2019-08-07,1028.1244,1037.7876,1005.5162,1010.986,552007.0
2019-08-06,1036.329,1048.2712,1022.7914,1028.3067,437844.0
2019-08-05,1073.4319,1073.4319,1029.2184,1041.981,613698.0
2019-08-02,1071.6087,1092.1201,1059.6209,1079.5397,528257.0
2019-08-01,1066.4124,1083.2774,1048.5447,1076.2123,435051.0
2019-07-31,1073.8421,1080.1323,1060.2134,1062.9483,366553.0
2019-07-30,1104.1991,1112.0846,1071.8821,1076.2123,417915.0
2019-07-29,1111.6287,1113.5432,1098.5926,1104.1079,420341.0
2019-07-26,1124.437,1132.2313,1103.1051,1106.7972,557732.0
2019-07-25,1155.8879,1156.6627,1118.6938,1123.3886,386093.0
2019-07-24,1161.4032,1166.0068,1143.5354,1147.5466,499541.0
2019-07-23,1172.0691,1179.6356,1149.8256,1160.3548,429731.0
2019-07-22,1145.8601,1171.0208,1119.104,1167.3287,591224.0
2019-07-19,1156.1614,1158.6683,1133.143,1138.6127,325551.0
2019-07-18,1168.605,1172.5249,1146.8173,1150.2814,183639.0
2019-07-17,1182.1881,1182.1881,1166.8729,1168.2859,161433.0
2019-07-16,1165.9613,1180.5472,1156.9362,1178.8151,589031.0
2019-07-15,1171.431,1175.0775,1158.6683,1163.1352,248151.0
2019-07-12,1171.1575,1184.923,1165.0496,1167.4199,324715.0
2019-07-11,1170.5649,1175.7612,1166.5082,1168.058,157820.0
2019-07-10,1167.9668,1174.804,1156.8451,1165.3687,388325.0
2019-07-09,1139.7978,1170.3826,1135.0574,1166.3715,533405.0
2019-07-08,1149.5521,1155.66,1137.7466,1141.2564,352172.0
2019-07-05,1173.2998,1176.1714,1148.1391,1151.0107,353948.0
2019-07-04,1168.6961,1177.1286,1167.5566,1169.6077,322614.0
2019-07-03,1168.2859,1172.7073,1163.2264,1168.924,277132.0
2019-07-02,1162.3604,1167.7845,1151.9679,1165.0952,354204.0
2019-07-01,1145.9056,1159.5799,1136.7894,1156.3893,388010.0
2019-06-28,1165.9613,1169.4254,1137.7466,1141.3475,445057.0
2019-06-27,1180.137,1182.0514,1158.7595,1162.178,291370.0
2019-06-26,1174.2114,1189.2076,1173.3454,1180.137,323995.0
2019-06-25,1150.4637,1183.0997,1143.4898,1181.2765,411150.0
2019-06-24,1155.9335,1163.2264,1146.3159,1151.0563,350132.0
2019-06-21,1180.5472,1181.0942,1163.2264,1166.1436,341907.0
2019-06-20,1165.9613,1185.1053,1165.1864,1182.2793,305394.0
2019-06-19,1171.6589,1186.1536,1151.1019,1164.5938,454257.0
2019-06-18,1167.7845,1173.8012,1157.1186,1169.1975,435019.0
2019-06-17,1204.4316,1204.7051,1164.5938,1168.2403,477321.0
2019-06-14,1205.799,1207.9869,1193.7657,1200.5572,438175.0
2019-06-13,1213.3199,1216.4194,1194.2215,1207.2576,384516.0
2019-06-12,1217.1943,1220.2938,1208.4883,1213.4566,203065.0
2019-06-11,1204.386,1216.8296,1200.7851,1211.132,300809.0
2019-06-10,1203.2465,1209.719,1194.7684,1202.2893,299264.0
2019-06-07,1210.3571,1211.2688,1190.2103,1199.0531,445997.0
2019-06-06,1234.5151,1238.8908,1204.8418,1209.7646,347955.0
2019-06-04,1237.9792,1251.6535,1228.3616,1231.689,343907.0
2019-06-03,1217.012,1244.3605,1205.2521,1238.2527,516267.0
2019-05-31,1220.6584,1222.3905,1204.4772,1212.226,450847.0
2019-05-30,1200.0558,1221.9803,1199.6912,1213.0008,514114.0
2019-05-29,1205.3888,1215.3255,1189.2076,1197.1842,413886.0
2019-05-28,1200.7851,1216.8296,1197.9135,1208.7618,568378.0
2019-05-27,1217.9236,1218.8352,1192.3982,1194.8596,611906.0
2019-05-24,1230.5951,1233.8769,1200.2382,1218.6529,885543.0
2019-05-23,1248.9186,1268.9743,1207.3944,1217.7413,1242992.0
2019-05-22,1229.7746,1238.8908,1216.5561,1222.2082,642144.0
2019-05-21,1211.8157,1245.5001,1211.8157,1221.3421,1970347.0
2019-05-20,1197.7768,1218.3794,1187.4755,1208.3516,2152893.0
2019-05-17,1155.9335,1164.0469,1144.0824,1153.8367,543581.0
2019-05-16,1149.5521,1158.0758,1146.5894,1152.3326,446322.0
2019-05-15,1162.1325,1164.9585,1140.5271,1146.1335,698598.0
2019-05-14,1126.0323,1157.3009,1123.1152,1148.1847,868599.0
2019-05-13,1139.889,1148.9596,1118.5571,1122.0668,661430.0
2019-05-10,1153.1074,1164.9585,1134.9662,1139.9801,1946191.0
2019-05-09,1177.5388,1177.5388,1140.8917,1144.2191,1036013.0
2019-05-08,1221.5701,1221.5701,1176.9463,1184.6039,900723.0
2019-05-07,1268.5185,1270.7975,1222.7552,1225.7179,1046710.0
2019-05-06,1275.3556,1278.0905,1256.713,1262.4562,748125.0
2019-05-03,1282.6486,1291.7648,1277.5435,1282.6941,976184.0
2019-05-02,1270.7975,1288.802,1259.8581,1280.9165,593267.0
2019-04-30,1271.7091,1271.7091,1246.1838,1268.7919,933486.0
2019-04-26,1255.9381,1271.7091,1249.3289,1268.4729,499171.0
2019-04-25,1269.7947,1286.2039,1244.3605,1253.0665,803258.0
2019-04-24,1248.9186,1271.3445,1245.5912,1267.151,499259.0
2019-04-23,1230.6407,1250.6051,1226.7207,1242.8108,499365.0
2019-04-22,1243.4489,1244.4973,1222.4817,1225.9458,510310.0
2019-04-18,1244.7708,1264.4162,1244.3605,1260.6785,932432.0
2019-04-16,1226.1282,1239.529,1221.798,1226.4016,469882.0
2019-04-15,1225.8547,1229.5923,1216.0548,1221.3421,438207.0
2019-04-12,1229.6835,1236.6574,1219.1087,1223.3477,502352.0
2019-04-11,1215.0064,1232.236,1211.2688,1227.1765,577132.0
2019-04-10,1221.5701,1228.5439,1208.8074,1211.4967,454924.0
2019-04-09,1213.2743,1221.5701,1204.7963,1217.331,823948.0
2019-04-08,1234.8797,1236.2471,1206.9841,1211.9069,470493.0
2019-04-05,1239.8936,1243.3122,1224.8519,1235.3355,622697.0
2019-04-04,1257.1232,1261.4534,1227.997,1233.5123,641842.0
2019-04-03,1271.2077,1278.4095,1248.9186,1252.3828,720309.0
2019-04-02,1273.1221,1278.7286,1258.7641,1265.738,502884.0
2019-04-01,1247.5968,1282.1927,1242.4006,1268.564,709272.0
2019-03-29,1245.2722,1254.3884,1236.2471,1242.5829,405527.0
2019-03-28,1230.6862,1248.8275,1224.624,1240.3038,524932.0
2019-03-27,1255.3,1255.3,1226.037,1230.7774,633385.0
2019-03-26,1212.4539,1248.8731,1212.4539,1246.3205,913714.0
2019-03-25,1212.545,1218.6073,1200.7395,1208.1237,493502.0
2019-03-22,1252.5651,1258.2627,1219.291,1223.4845,598708.0
2019-03-20,1257.1232,1264.0515,1243.0843,1254.0237,633387.0
2019-03-19,1238.8908,1256.2116,1224.3049,1253.7046,947313.0
2019-03-18,1207.9869,1238.1159,1207.9869,1228.4984,768600.0
2019-03-15,1226.1282,1238.1615,1195.7256,1205.7079,882394.0
2019-03-14,1230.6862,1241.1243,1216.1003,1222.664,1349418.0
2019-03-13,1216.5561,1230.6862,1210.4027,1227.7235,1037782.0
2019-03-12,1200.694,1215.1887,1199.2354,1212.3171,1942950.0
2019-03-11,1158.486,1196.9563,1156.0246,1186.0169,766668.0
2019-03-08,1153.2442,1161.4032,1150.0079,1154.6572,355948.0
2019-03-07,1151.1019,1165.9613,1147.6377,1157.62,786608.0
2019-03-06,1129.9523,1159.3976,1126.3058,1151.8767,743344.0
2019-03-05,1118.2836,1129.8611,1110.5348,1127.6277,592389.0
2019-03-01,1125.85,1132.6872,1114.4092,1118.2836,512328.0
2019-02-28,1122.2035,1129.9523,1117.0529,1122.7049,517110.0
2019-02-27,1118.9217,1134.0546,1102.2847,1114.4092,580619.0
2019-02-26,1107.0707,1124.5737,1099.5498,1111.9022,525197.0
2019-02-25,1126.5793,1133.143,1115.0473,1123.2519,371245.0
2019-02-22,1131.5476,1135.7867,1117.7366,1123.6621,1043937.0
2019-02-21,1126.7616,1145.6322,1121.4742,1136.2881,780063.0
2019-02-20,1117.7366,1129.7244,1111.0362,1125.2575,851833.0
2019-02-19,1111.4464,1130.1346,1104.2446,1108.8483,407083.0
2019-02-18,1135.2397,1140.8006,1108.4837,1111.9478,804371.0
2019-02-15,1116.7338,1138.1569,1107.6176,1133.5988,647425.0
2019-02-14,1130.636,1132.8695,1110.4436,1117.1896,381728.0
2019-02-13,1149.5521,1160.4004,1125.85,1134.4192,718801.0
2019-02-12,1142.2592,1159.5799,1141.2564,1145.6322,439193.0
2019-02-11,1164.138,1164.138,1140.4359,1142.6694,334141.0
2019-02-08,1173.2542,1183.9202,1159.8078,1164.4571,880301.0
2019-02-07,1195.0875,1204.1125,1172.1603,1176.1714,747003.0
2019-02-06,1183.282,1200.147,1177.8123,1194.0847,1096948.0
2019-02-05,1177.8123,1188.9797,1165.5966,1176.2626,954880.0
2019-02-04,1135.4676,1182.3704,1134.9662,1177.0374,1115982.0
2019-02-01,1124.9384,1142.2592,1117.4175,1137.0629,936575.0
2019-01-31,1094.855,1121.1096,1094.855,1118.6482,626807.0
2019-01-30,1107.6176,1116.6427,1085.3285,1089.2029,454368.0
2019-01-29,1121.2919,1123.024,1095.4019,1103.88,583616.0
2019-01-28,1142.2592,1144.4926,1113.7711,1120.9273,794894.0
2019-01-25,1139.6155,1151.3754,1127.263,1136.1057,520997.0
2019-01-24,1116.7794,1141.1196,1112.2669,1135.3309,955742.0
2019-01-23,1124.3914,1134.0546,1114.4548,1117.372,423625.0
2019-01-22,1124.9384,1136.1057,1111.6287,1125.6221,1252970.0
2019-01-21,1088.3825,1128.0379,1084.5992,1125.3942,1475091.0
2019-01-18,1048.0889,1084.1434,1035.1439,1078.4002,1826018.0
2019-01-17,1040.1578,1046.3568,1029.3095,1033.5485,783547.0
2019-01-16,1034.4146,1043.4852,1030.3579,1033.822,469809.0
2019-01-15,1005.6986,1032.2267,1005.6986,1029.7197,668194.0
2019-01-14,999.773,1004.6046,990.2466,999.5451,260475.0
2019-01-11,1011.2594,1015.5441,993.2094,1000.867,482420.0
2019-01-10,1010.439,1012.4901,1004.6958,1007.932,205513.0
2019-01-09,1013.6297,1017.3673,1001.414,1010.439,341590.0
2019-01-08,1008.5702,1011.8064,999.2261,1006.3823,518504.0
2019-01-07,1007.4762,1019.145,1003.693,1005.9265,306065.0
2019-01-04,1000.9581,1006.7469,985.6885,1001.9153,401779.0
2019-01-03,1010.1199,1015.9543,993.3461,995.2605,360444.0
2019-01-02,1017.3673,1027.1672,1004.1032,1008.5246,325730.0
2019-01-01,1026.4835,1030.13,1013.3106,1022.2445,267260.0
2018-12-31,1027.5319,1033.2295,1017.9143,1021.971,266767.0
2018-12-28,1024.0221,1035.5085,1022.837,1026.3012,346397.0
2018-12-27,1007.3395,1026.3923,1006.8381,1021.0138,459101.0
2018-12-26,990.9303,1003.3739,972.2877,1000.0009,479442.0
2018-12-24,1004.4223,1005.5162,990.4745,993.7108,272994.0
2018-12-21,1028.5802,1031.4062,998.2233,1001.2772,843122.0
2018-12-20,1024.6603,1031.9076,1017.8231,1027.623,309493.0
2018-12-19,1038.0155,1045.2173,1031.4062,1036.6025,1126898.0
2018-12-18,1022.837,1038.7904,1021.7431,1036.0099,303532.0
2018-12-17,1016.1822,1033.5941,1012.1711,1030.6769,378431.0
2018-12-14,1006.3367,1016.4557,996.0354,1013.4929,388640.0
2018-12-13,1026.1188,1026.8026,999.6363,1008.9804,638155.0
2018-12-12,1002.7814,1014.9515,991.9331,1012.3534,1045767.0
2018-12-11,971.8775,1002.9637,962.0776,999.3172,966223.0
2018-12-10,1014.3134,1014.4045,988.1955,992.2978,1115241.0
2018-12-07,1032.6825,1034.8704,1011.0771,1033.0927,258478.0
2018-12-06,1046.0833,1046.4024,1019.4184,1024.1589,251499.0
2018-12-05,1043.5308,1056.5669,1038.8815,1052.7837,270871.0
2018-12-04,1054.7437,1055.1083,1041.9354,1049.7754,208566.0
2018-12-03,1068.4636,1070.2412,1047.1317,1054.1056,295041.0
2018-11-30,1068.418,1081.1807,1060.1678,1064.9538,458840.0
2018-11-29,1056.5669,1075.6198,1056.3846,1066.5947,417768.0
2018-11-28,1032.2267,1055.3818,1026.9393,1044.9438,1108454.0
2018-11-27,1011.4418,1029.583,1004.3311,1027.8509,266666.0
2018-11-26,1011.852,1018.5068,1001.0037,1011.5329,282269.0
2018-11-22,1016.1822,1025.663,1002.7814,1005.3795,364427.0
2018-11-21,1036.5113,1044.1689,1009.2083,1013.9943,504214.0
2018-11-20,1044.7159,1053.3307,1030.4946,1038.0155,476741.0
2018-11-19,1031.9532,1049.6386,1031.2239,1047.9977,519290.0
2018-11-16,999.2261,1029.4918,999.2261,1027.8509,709641.0
2018-11-15,999.1349,1005.3795,991.0215,999.9554,288981.0
2018-11-14,1007.3395,1014.4957,990.9303,999.2261,424080.0
2018-11-13,980.8114,1005.3339,976.3444,1002.3712,366894.0
2018-11-12,1001.414,1002.827,979.3528,983.4095,261742.0
2018-11-09,1008.2511,1014.9059,990.0187,996.7191,383333.0
2018-11-06,997.5852,1013.6752,996.4456,1005.9265,667440.0
2018-11-05,979.0793,996.8559,970.4189,992.3433,5100134.0
2018-11-02,973.4272,985.4606,969.0515,979.3072,4349089.0
2018-11-01,972.151,974.3389,957.4739,963.4906,397725.0
2018-10-31,970.6012,971.5128,955.0581,967.5929,3183173.0
2018-10-30,991.3406,991.3406,959.0237,963.7185,563501.0
2018-10-29,955.1037,996.5368,954.4656,991.842,540657.0
2018-10-26,948.0842,963.3538,931.8118,952.3688,654020.0
2018-10-25,944.4377,948.1298,927.117,939.1504,711140.0
2018-10-24,979.0793,979.9453,939.8796,954.1009,590120.0
2018-10-23,959.9353,970.4189,951.4572,959.5706,532446.0
2018-10-22,1012.8092,1016.2734,963.9008,968.5501,652727.0
2018-10-19,1006.3367,1011.8976,978.3044,1004.2856,1475445.0
2018-10-17,1075.7109,1076.577,1040.1578,1047.3596,1466820.0
2018-10-16,1044.8526,1064.7715,1039.9755,1060.806,468869.0
2018-10-15,1033.1383,1045.0349,1020.3301,1039.0638,401547.0
2018-10-12,1005.0604,1029.2184,1004.6046,1026.8481,450349.0
2018-10-11,973.4272,1015.9087,950.8647,992.9359,772680.0
2018-10-10,998.2233,1016.1822,989.1983,1004.9237,408570.0
2018-10-09,1022.0166,1024.2044,985.2327,994.0298,626031.0
2018-10-08,956.1521,1016.7747,934.5923,1010.0288,1343296.0
2018-10-05,1005.1516,1016.9571,947.674,957.0637,1175564.0
2018-10-04,1093.0317,1093.0317,1007.3851,1021.5152,1496522.0
2018-10-03,1124.1179,1130.1802,1092.7582,1098.7749,434517.0
2018-10-01,1146.9996,1148.6405,1097.8633,1122.7049,370287.0
2018-09-28,1148.6405,1158.7595,1137.382,1146.9996,654229.0
2018-09-27,1148.4582,1151.6033,1129.1318,1142.168,393133.0
2018-09-26,1126.0323,1143.2619,1118.3747,1141.1196,340898.0
2018-09-25,1124.3003,1134.875,1090.0689,1121.8389,400560.0
2018-09-24,1108.5292,1130.3169,1097.8177,1123.3886,456184.0
2018-09-21,1112.2213,1127.7644,1078.6281,1109.3041,571753.0
2018-09-19,1116.7338,1118.5571,1095.0373,1103.333,869516.0
2018-09-18,1115.8222,1129.4053,1106.9339,1109.6232,317407.0
2018-09-17,1141.2564,1141.2564,1112.6315,1117.8733,375489.0
2018-09-14,1149.5521,1162.3148,1138.2025,1142.0768,297030.0
2018-09-12,1134.4648,1146.4982,1121.1552,1141.9857,463656.0
2018-09-11,1148.6405,1155.7055,1125.85,1128.9951,369508.0
2018-09-10,1162.3148,1163.9101,1140.9373,1146.0424,346758.0
2018-09-07,1155.66,1166.7817,1143.9457,1163.9101,434560.0
2018-09-06,1121.2919,1152.1047,1117.6454,1148.7772,564268.0
2018-09-05,1134.9662,1141.7578,1103.0595,1117.4631,1215437.0
2018-09-04,1125.85,1143.8545,1121.2919,1132.5504,437758.0
2018-09-03,1138.6127,1146.8173,1119.0129,1121.6566,1232464.0
2018-08-31,1161.2208,1161.2208,1127.7188,1131.2741,1296243.0
2018-08-30,1185.1053,1185.1053,1158.1669,1161.4943,1819748.0
2018-08-29,1202.426,1211.3143,1176.2626,1180.0458,576000.0
2018-08-28,1183.9658,1206.0725,1181.003,1201.6968,489349.0
2018-08-27,1166.9185,1181.6411,1166.8729,1177.4477,291703.0
2018-08-24,1153.1986,1166.8729,1149.461,1165.0952,381972.0
2018-08-23,1134.0546,1160.9929,1129.1318,1157.4832,367588.0
2018-08-21,1126.7616,1140.4359,1118.6938,1136.3336,432051.0
2018-08-20,1099.8689,1128.6305,1099.8689,1125.7589,566675.0
2018-08-17,1099.413,1107.6176,1094.1712,1097.0884,192786.0
2018-08-16,1099.7777,1108.2558,1090.5248,1094.1257,326787.0
2018-08-14,1082.2746,1108.8939,1080.4969,1103.9256,316036.0
2018-08-13,1096.6782,1096.6782,1078.4914,1082.229,225579.0
2018-08-10,1107.6176,1107.8911,1095.721,1097.5898,172726.0
2018-08-09,1112.1757,1122.6593,1104.8828,1110.3069,533585.0
2018-08-08,1083.3685,1113.999,1081.1807,1109.6688,482249.0
2018-08-07,1090.2969,1093.9433,1074.1612,1078.9472,212323.0
2018-08-06,1075.7109,1090.2969,1071.0161,1086.1946,270483.0
2018-08-03,1071.1528,1079.2207,1066.1389,1072.7482,281469.0
2018-08-02,1086.9694,1088.9294,1062.9483,1065.0906,283615.0
2018-08-01,1089.3852,1096.6326,1081.1351,1085.8755,515484.0
2018-07-31,1048.3624,1084.8271,1043.8043,1081.0439,1176277.0
2018-07-30,1035.5997,1055.2451,1027.0305,1048.0889,719971.0
2018-07-27,1018.4612,1036.5113,1014.4501,1029.7653,451618.0
2018-07-26,1014.6324,1021.9254,1009.8009,1012.2166,155494.0
2018-07-25,1013.9487,1023.1105,1006.9293,1015.5896,267532.0
2018-07-24,1022.837,1026.5747,1009.7553,1012.399,308297.0
2018-07-23,1029.8565,1030.13,1015.5441,1021.1505,207708.0
2018-07-20,1012.3534,1037.6508,1012.3534,1028.8081,451053.0
2018-07-19,998.2233,1015.5441,990.748,1006.3367,785961.0
2018-07-18,1000.867,1006.8837,983.6374,994.1666,281244.0
2018-07-17,983.6374,998.2233,974.6579,995.2149,290599.0
2018-07-16,1001.0037,1010.5302,978.1677,981.0393,451071.0
2018-07-13,987.1927,1009.3906,985.3695,999.8186,882802.0
2018-07-12,950.9558,1001.6874,950.9558,986.5546,1383550.0
2018-07-11,934.4099,946.8991,927.117,944.7568,409416.0
2018-07-10,912.9869,937.6006,912.9869,935.0936,616740.0
2018-07-09,898.401,910.4343,896.3954,907.6539,290828.0
2018-07-06,880.5332,895.6205,879.5304,890.1964,339735.0
2018-07-05,910.4343,919.3682,875.2458,879.7128,1302635.0
2018-07-04,888.6466,904.3265,886.0941,902.5488,340359.0
2018-07-03,878.8011,891.7917,876.0663,885.7295,226999.0
2018-07-02,887.0057,887.4615,872.9212,876.1119,210418.0
2018-06-29,867.8617,891.3359,865.765,886.9601,328197.0
2018-06-28,879.7583,883.3592,858.153,861.2069,287528.0
2018-06-27,893.3871,898.6289,875.6105,879.9862,357486.0
2018-06-26,914.9013,916.2231,889.2848,892.2019,372390.0
2018-06-25,927.117,927.117,913.3971,914.8557,212911.0
2018-06-22,938.968,938.968,919.4594,922.8324,6718394.0
2018-06-21,932.5867,944.2554,930.2165,941.1103,448561.0
2018-06-20,908.4288,931.4472,907.973,929.8063,344155.0
2018-06-19,925.2937,925.2937,905.2837,907.6539,238673.0
2018-06-18,921.4649,928.5756,918.6389,925.2937,295191.0
2018-06-15,918.4566,933.0425,911.3915,924.2454,416865.0
2018-06-14,908.1553,922.2854,900.8623,918.4566,296854.0
2018-06-13,910.7078,916.0864,902.5032,913.5338,346956.0
2018-06-12,895.3926,909.7962,893.7973,907.426,245639.0
2018-06-11,897.3526,911.1636,891.7461,895.6205,840329.0
2018-06-08,883.2681,899.3126,875.6561,896.4866,268839.0
2018-06-07,870.5966,889.3759,870.5966,885.5471,333123.0
2018-06-06,865.0357,870.9612,859.2469,869.138,185430.0
2018-06-05,858.0618,870.5966,858.0162,864.0785,292183.0
2018-06-04,852.1819,860.3408,849.6293,856.3297,1886358.0
2018-06-01,839.875,852.273,837.8694,847.0768,2054289.0
2018-05-31,838.0973,842.3364,835.4992,839.875,2035809.0
2018-05-30,833.2202,841.2424,826.93,836.2741,486753.0
2018-05-29,838.7355,845.8917,833.3569,835.955,229543.0
2018-05-28,841.9261,845.208,837.7327,839.6015,1366290.0
2018-05-25,836.9122,842.5643,834.6788,840.2852,176768.0
2018-05-24,835.6815,839.5559,830.3486,835.089,240753.0
2018-05-23,845.0712,845.1624,828.7077,831.6248,278254.0
2018-05-22,850.5409,851.6349,842.7922,844.9801,222998.0
2018-05-21,849.6293,852.7288,840.5131,849.5837,235332.0
2018-05-18,862.392,869.2747,849.1735,850.9056,489501.0
2018-05-17,875.0635,875.7928,859.2013,861.6171,1427855.0
2018-05-16,890.0141,890.0141,870.0496,871.9184,1300979.0
2018-05-15,893.3871,910.9813,890.6522,892.7945,307966.0
2018-05-14,906.0586,906.0586,890.1052,897.8084,168708.0
2018-05-11,895.9396,902.64,890.8801,901.1358,346958.0
2018-05-10,890.7434,897.0335,888.3731,894.0252,322999.0
2018-05-09,882.1286,895.8028,876.9779,889.1024,336834.0
2018-05-08,887.5071,895.2103,879.8495,882.1286,340918.0
2018-05-07,873.3314,887.9173,871.964,885.9574,354227.0
2018-05-04,878.7556,879.257,865.7194,869.5938,181431.0
2018-05-03,890.6522,892.2931,874.5165,877.5249,323023.0
2018-05-02,883.1769,891.7461,880.8523,887.0057,312794.0
2018-04-30,897.6717,904.3265,876.0663,877.9807,554717.0
2018-04-27,900.9079,921.3738,900.9079,906.8334,1103101.0
2018-04-26,886.0941,900.68,878.2542,889.148,536015.0
2018-04-25,886.5955,894.7089,879.257,884.909,429429.0
2018-04-24,854.8256,888.3731,852.3642,884.043,516165.0
2018-04-23,845.3447,859.6116,844.1596,852.5009,160590.0
2018-04-20,856.0107,858.3809,840.0117,846.0284,216971.0
2018-04-19,855.2814,860.5232,852.4553,858.0618,369518.0
2018-04-18,861.4804,864.4431,851.4526,854.1874,207513.0
2018-04-17,855.3269,863.7594,853.367,860.2953,368529.0
2018-04-16,852.3642,856.8311,846.2563,854.4153,148816.0
2018-04-13,848.8544,858.1985,846.9856,855.8739,730737.0
2018-04-12,847.8061,852.6377,841.5159,845.5726,384696.0
2018-04-11,838.781,848.7177,835.636,846.94,446987.0
2018-04-10,836.8666,840.9234,832.6276,835.4536,523777.0
2018-04-09,832.263,836.6387,830.85,835.089,292604.0
2018-04-06,829.4825,836.1374,825.0156,829.3458,425080.0
2018-04-05,822.7821,829.5737,822.7821,826.6109,470068.0
2018-04-04,825.4714,830.6221,813.4836,815.9906,188103.0
2018-04-03,811.3413,821.3691,807.786,819.3636,173833.0
2018-04-02,811.7971,821.5514,808.0595,813.8027,474432.0
2018-03-28,815.945,816.811,803.1367,804.7776,327322.0
2018-03-27,825.0612,829.6193,818.1785,820.4119,303228.0
2018-03-26,813.9394,824.5598,813.1645,821.4147,572671.0
2018-03-23,814.4408,820.184,811.3413,813.9394,420231.0
2018-03-22,817.2668,830.1207,816.0817,827.1123,818650.0
2018-03-21,816.6287,822.2352,813.1645,817.1301,256907.0
2018-03-20,819.637,823.7393,808.6064,810.9311,288387.0
2018-03-19,823.9217,826.0184,813.4836,816.1729,273808.0
2018-03-16,829.5737,829.5737,808.0595,820.9133,620084.0
2018-03-15,846.621,846.621,829.5737,831.6248,347543.0
2018-03-14,844.661,848.9,838.2797,846.5298,177675.0
2018-03-13,847.2135,852.6832,840.1485,848.3531,198815.0
2018-03-12,837.6871,850.5409,835.2257,847.2135,291266.0
2018-03-09,834.1318,837.7783,829.5737,831.4425,179841.0
2018-03-08,820.184,833.129,815.2613,831.0323,315869.0
2018-03-07,828.2974,828.9356,809.7916,812.7543,340593.0
2018-03-06,847.5326,853.2758,823.3291,830.3942,290858.0
2018-03-05,861.0246,865.9473,840.5131,842.5187,658743.0
2018-03-01,866.8133,874.0607,862.392,863.9417,175434.0
2018-02-28,861.0246,870.5054,854.1874,868.2719,233826.0
2018-02-27,856.0107,871.0524,855.646,865.9929,345452.0
2018-02-26,853.367,861.2525,853.367,855.646,199657.0
2018-02-23,842.5187,854.1874,842.1085,851.4526,206294.0
2018-02-22,841.5615,848.4898,838.6899,842.2452,163039.0
2018-02-21,845.0712,848.7177,840.5131,846.3019,203135.0
2018-02-20,845.9828,847.8061,835.0434,838.1429,184910.0
2018-02-19,838.9634,848.3531,833.5848,844.0229,241585.0
2018-02-16,854.5065,858.7455,837.4592,840.2396,243420.0
2018-02-15,853.3214,861.4804,846.2563,851.4981,315723.0
2018-02-14,840.1941,858.2897,839.4192,849.994,433183.0
2018-02-12,821.4603,836.8666,821.4603,833.8583,357506.0
2018-02-09,813.119,822.5086,808.1506,818.5887,406139.0
