,Open,High,Low,Close,Volume
2024-08-08,2923.0,2927.2,2892.25,2895.5,177212.0
2024-08-07,2945.75,2946.1001,2923.0,2929.2,122273.0
2024-08-06,2901.1499,2955.3501,2901.1499,2911.8,194135.0
2024-08-05,2950.05,2960.1001,2865.8,2894.7,247164.0
2024-08-02,3000.3999,3018.3501,2985.8,2998.45,612462.0
2024-08-01,3023.8,3036.8999,3009.8501,3031.7,69866.0
2024-07-31,3013.95,3020.95,3003.1001,3010.25,62664.0
2024-07-30,3034.75,3049.8999,3021.1499,3025.55,145741.0
2024-07-29,3039.95,3054.0,3025.45,3040.75,59528.0
2024-07-26,2998.75,3025.95,2981.8999,3017.8501,771164.0
2024-07-25,2961.0,3001.1499,2954.7,2982.6001,87372.0
2024-07-24,2964.8501,3020.0,2953.7,2990.6499,164239.0
2024-07-23,3004.95,3012.8501,2927.1001,2975.6499,263864.0
2024-07-22,3070.15,3073.35,2998.8,3001.1,190073.0
2024-07-19,3175.0,3179.0,3104.15,3109.5,573855.0
2024-07-18,3152.0,3186.6,3116.1,3170.35,156250.0
2024-07-16,3192.4,3200.0,3138.15,3151.45,59156.0
2024-07-15,3200.15,3211.45,3171.0,3193.7,159246.0
2024-07-12,3172.8,3209.95,3148.65,3193.45,722287.0
2024-07-11,3178.0,3207.85,3140.65,3163.5,103182.0
2024-07-10,3185.0,3195.0,3126.75,3166.9,70908.0
2024-07-09,3199.95,3201.1,3162.05,3180.15,167556.0
2024-07-08,3179.9,3217.9,3165.0,3202.1,191870.0
2024-07-05,3103.8,3197.65,3096.1,3180.05,758977.0
2024-07-04,3116.95,3134.5,3102.3,3107.9,132481.0
2024-07-03,3130.35,3149.5,3085.2,3105.3,171684.0
2024-07-02,3133.8,3150.0,3113.35,3132.3,157108.0
2024-07-01,3129.95,3157.55,3110.4,3120.35,187606.0
2024-06-28,3060.95,3161.45,3060.95,3131.85,1032891.0
2024-06-27,3021.5,3075.0,3012.1,3061.1,331110.0
2024-06-26,2899.95,3037.0,2890.15,3027.4,722696.0
2024-06-25,2895.0,2912.1,2883.4,2908.5,209726.0
2024-06-24,2892.0,2899.0,2874.4,2883.0,62693.0
2024-06-21,2943.4,2949.05,2880.5,2906.8,897470.0
2024-06-20,2929.95,2964.9,2900.7,2946.4,99122.0
2024-06-19,2971.4,2975.2,2911.25,2917.2,97508.0
2024-06-18,2970.2,2974.0,2941.2,2961.4,108022.0
2024-06-14,2936.1,2958.7,2913.4,2954.55,186345.0
2024-06-13,2946.0,2946.0,2920.55,2928.65,57563.0
2024-06-12,2913.5,2952.0,2911.0,2926.05,172574.0
2024-06-11,2949.95,2949.95,2910.0,2913.5,125968.0
2024-06-10,2943.75,2986.55,2935.55,2940.6,87066.0
2024-06-07,2858.0,2944.5,2852.95,2939.45,952205.0
2024-06-06,2869.0,2886.0,2843.0,2863.75,255378.0
2024-06-05,2848.95,2861.35,2768.05,2842.15,180086.0
2024-06-04,3007.95,3007.95,2719.15,2793.6,1035428.0
2024-06-03,2974.9,3029.9,2918.0,3021.25,315231.0
2024-05-31,2864.65,2884.2,2843.25,2859.6,797286.0
2024-05-30,2884.0,2884.0,2841.5,2850.0,54132.0
2024-05-29,2897.0,2916.1,2877.0,2881.45,65081.0
2024-05-28,2941.95,2957.0,2905.4,2911.25,116320.0
2024-05-27,2960.8,2967.45,2924.0,2932.45,134571.0
2024-05-24,2966.0,2977.0,2951.2,2959.8,456597.0
2024-05-23,2918.3,2983.55,2912.0,2973.2,197056.0
2024-05-22,2872.9,2936.8,2872.9,2920.75,110842.0
2024-05-21,2859.0,2883.0,2852.9,2871.3,130907.0
2024-05-17,2842.35,2874.85,2826.0,2870.7,415357.0
2024-05-16,2835.0,2854.3,2796.6,2850.2,71121.0
2024-05-15,2845.0,2859.4,2825.5,2831.15,51822.0
2024-05-14,2805.0,2854.05,2800.0,2839.8,137617.0
2024-05-13,2798.05,2813.15,2768.05,2805.3,131567.0
2024-05-10,2790.15,2821.35,2775.2,2815.15,382788.0
2024-05-09,2859.0,2859.0,2780.0,2786.8,106347.0
2024-05-08,2795.0,2866.95,2795.0,2836.95,278869.0
2024-05-07,2832.0,2840.75,2785.0,2803.95,169570.0
2024-05-06,2875.0,2881.45,2836.25,2839.0,143404.0
2024-05-03,2938.55,2949.1,2832.7,2868.5,343554.0
2024-05-02,2945.35,2953.9,2927.65,2932.1,124785.0
2024-04-30,2930.9,2965.0,2927.0,2931.15,237096.0
2024-04-29,2902.95,2935.55,2900.1,2930.5,194646.0
2024-04-26,2925.15,2930.0,2900.0,2903.0,450580.0
2024-04-25,2888.0,2935.0,2885.2,2918.4,192974.0
2024-04-24,2922.3,2936.65,2898.7,2900.6,78386.0
2024-04-23,2968.55,2986.05,2912.5,2918.5,273433.0
2024-04-22,2950.0,2964.3,2936.6,2960.6,175983.0
2024-04-19,2918.95,2947.0,2886.75,2941.6,530975.0
2024-04-18,2929.0,2971.5,2919.0,2928.15,205714.0
2024-04-16,2909.95,2942.0,2902.1,2934.45,157052.0
2024-04-15,2908.65,2964.5,2893.15,2932.9,301990.0
2024-04-12,2955.0,2973.0,2925.7,2935.1,677948.0
2024-04-10,2949.95,2974.0,2934.55,2958.6,164355.0
2024-04-09,2975.0,2978.75,2925.0,2927.1,59883.0
2024-04-08,2923.4,2980.5,2923.4,2971.0,148392.0
2024-04-05,2928.0,2941.5,2911.9,2919.95,431312.0
2024-04-04,2958.55,2958.55,2900.5,2926.45,104590.0
2024-04-03,2966.9,2966.9,2938.0,2942.4,127109.0
2024-04-02,2969.5,2987.9,2950.0,2971.3,118525.0
2024-04-01,2985.0,2988.5,2965.0,2969.5,229355.0
2024-03-28,2994.35,3011.25,2959.0,2976.8,422263.0
2024-03-27,2899.65,2999.9,2897.9,2987.85,471025.0
2024-03-26,2888.6,2905.25,2877.0,2884.15,943865.0
2024-03-22,2897.05,2920.0,2895.35,2909.9,562484.0
2024-03-21,2891.4,2915.0,2889.65,2901.3,77091.0
2024-03-20,2851.05,2890.2,2848.05,2886.8,152906.0
2024-03-19,2865.6,2873.6,2835.0,2850.75,128206.0
2024-03-18,2837.2,2883.0,2833.65,2878.35,146410.0
2024-03-15,2854.95,2866.45,2826.9,2837.25,396001.0
2024-03-14,2865.0,2897.35,2851.0,2865.25,162637.0
2024-03-13,2955.45,2965.95,2855.85,2864.7,97957.0
2024-03-12,2932.0,2976.3,2932.0,2950.2,83500.0
2024-03-11,2984.7,2984.7,2927.35,2931.2,111587.0
2024-03-07,3002.15,3005.9,2951.25,2958.1,387052.0
2024-03-06,2989.45,3019.0,2957.0,3005.95,110021.0
2024-03-05,3011.7,3011.7,2973.0,2998.3,70928.0
2024-03-04,2981.0,3024.8,2975.05,3011.6,139795.0
2024-03-01,2916.7,2999.0,2916.7,2986.0,544407.0
2024-02-29,2931.05,2958.0,2909.55,2924.75,192376.0
2024-02-28,2964.9,2982.0,2900.55,2909.0,64333.0
2024-02-27,2968.8,2999.85,2956.0,2970.4,83211.0
2024-02-26,2989.75,2989.75,2964.55,2974.35,40874.0
2024-02-23,2971.4,2996.15,2965.25,2986.35,653001.0
2024-02-22,2937.95,2969.1,2916.0,2963.35,212597.0
2024-02-21,2943.85,2977.0,2916.15,2938.2,103405.0
2024-02-20,2949.9,2949.9,2924.0,2940.75,104430.0
2024-02-19,2921.35,2958.8,2907.55,2946.15,163441.0
2024-02-16,2945.05,2953.3,2917.35,2921.35,542931.0
2024-02-15,2963.4,2968.4,2932.9,2941.9,81881.0
2024-02-14,2911.4,2966.6,2911.4,2962.6,122707.0
2024-02-13,2910.4,2957.8,2909.4,2928.95,322902.0
2024-02-12,2922.3,2922.35,2885.0,2902.95,147206.0
2024-02-09,2905.0,2944.15,2902.6,2922.3,812171.0
2024-02-08,2895.6,2919.75,2856.7,2902.95,98849.0
2024-02-07,2870.0,2898.0,2858.45,2883.4,320512.0
2024-02-06,2887.4,2887.4,2840.8,2856.8,115081.0
2024-02-05,2921.2,2940.0,2864.0,2877.05,128072.0
2024-02-02,2864.45,2949.9,2864.45,2914.75,653622.0
2024-02-01,2871.2,2885.25,2836.7,2852.7,88274.0
2024-01-31,2811.45,2869.45,2804.95,2853.2,108704.0
2024-01-30,2905.4,2917.95,2808.75,2814.85,303348.0
2024-01-29,2713.2,2905.0,2713.2,2896.15,823950.0
2024-01-25,2684.5,2725.0,2670.05,2710.35,2411115.0
2024-01-24,2660.0,2699.0,2649.0,2688.7,273061.0
2024-01-23,2732.15,2742.75,2645.0,2656.0,102297.0
2024-01-19,2753.0,2753.0,2716.85,2735.05,483007.0
2024-01-18,2700.0,2742.0,2700.0,2734.9,158982.0
2024-01-17,2729.85,2772.0,2711.0,2722.8,115862.0
2024-01-16,2781.85,2792.5,2741.0,2747.65,153804.0
2024-01-15,2746.9,2792.65,2732.0,2787.5,121727.0
2024-01-12,2718.4,2746.45,2691.55,2740.1,606506.0
2024-01-11,2655.7,2724.95,2655.7,2718.4,344195.0
2024-01-10,2580.6,2658.95,2577.3,2649.95,458001.0
2024-01-09,2597.35,2607.05,2576.25,2580.6,140422.0
2024-01-08,2612.4,2632.0,2568.3,2586.1,87501.0
2024-01-05,2600.15,2619.45,2597.95,2606.75,465515.0
2024-01-04,2589.4,2609.75,2580.0,2597.4,162584.0
2024-01-03,2608.1,2634.0,2577.15,2582.95,107501.0
2024-01-02,2587.65,2614.9,2573.5,2610.9,86186.0
2024-01-01,2581.05,2606.0,2573.55,2589.85,67641.0
2023-12-29,2608.05,2614.8,2579.15,2584.85,848448.0
2023-12-28,2587.0,2611.35,2587.0,2605.8,183810.0
2023-12-27,2578.5,2599.35,2572.25,2586.35,103806.0
2023-12-26,2570.0,2592.9,2563.0,2577.5,90284.0
2023-12-22,2562.2,2580.55,2548.0,2564.7,524558.0
2023-12-21,2510.45,2572.5,2510.45,2562.2,364795.0
2023-12-20,2560.3,2597.85,2520.0,2527.35,649409.0
2023-12-19,2537.7,2573.0,2525.85,2558.45,234379.0
2023-12-18,2494.2,2534.4,2491.05,2519.95,196178.0
2023-12-15,2472.15,2499.95,2469.05,2495.2,681578.0
2023-12-14,2453.0,2475.0,2442.7,2464.5,3647716.0
2023-12-13,2427.75,2438.0,2406.3,2433.4,137296.0
2023-12-12,2458.0,2464.9,2420.25,2423.95,98105.0
2023-12-11,2452.15,2467.4,2452.15,2459.05,169515.0
2023-12-08,2461.2,2475.7,2444.5,2456.2,1107109.0
2023-12-07,2460.7,2461.05,2442.0,2457.6,2891485.0
2023-12-06,2443.25,2473.6,2440.3,2460.7,130350.0
2023-12-05,2433.0,2440.5,2421.35,2437.55,390820.0
2023-12-04,2440.05,2445.0,2395.0,2421.0,6478365.0
2023-12-01,2381.0,2396.9,2380.0,2393.45,2830557.0
2023-11-30,2398.0,2400.5,2371.25,2376.4,4376134.0
2023-11-29,2405.15,2411.75,2398.25,2400.5,323782.0
2023-11-28,2393.0,2398.8,2375.0,2394.55,353122.0
2023-11-24,2390.2,2402.4,2390.2,2394.3,584860.0
2023-11-23,2387.75,2401.25,2387.75,2395.15,227525.0
2023-11-22,2372.7,2394.75,2372.4,2387.75,63242.0
2023-11-21,2362.05,2387.65,2359.4,2378.5,76008.0
2023-11-20,2349.0,2358.0,2336.85,2349.3,163824.0
2023-11-17,2357.35,2373.0,2353.0,2355.85,573100.0
2023-11-16,2349.95,2373.7,2346.8,2363.35,435606.0
2023-11-15,2335.5,2362.35,2326.8,2356.9,104539.0
2023-11-13,2325.0,2325.0,2311.65,2314.3,127884.0
2023-11-10,2308.0,2317.0,2298.15,2314.3,499796.0
2023-11-09,2330.55,2336.55,2305.0,2310.65,211600.0
2023-11-08,2333.7,2341.0,2322.6,2336.6,317763.0
2023-11-07,2337.75,2339.45,2320.0,2324.2,205366.0
2023-11-06,2334.95,2340.0,2326.05,2339.05,326958.0
2023-11-03,2328.65,2335.0,2314.9,2319.05,813331.0
2023-11-02,2309.0,2324.0,2306.5,2319.85,84609.0
2023-11-01,2289.9,2317.5,2275.25,2296.65,263097.0
2023-10-31,2332.95,2332.95,2282.8,2288.55,146839.0
2023-10-30,2283.95,2324.6,2272.0,2311.35,271749.0
2023-10-27,2242.0,2274.05,2236.05,2265.25,793186.0
2023-10-26,2257.95,2258.0,2221.05,2226.2,682499.0
2023-10-25,2252.95,2281.5,2242.4,2258.0,217481.0
2023-10-23,2292.0,2306.7,2254.25,2262.65,250465.0
2023-10-20,2302.45,2314.8,2296.05,2299.15,474553.0
2023-10-19,2314.95,2321.4,2301.55,2305.55,590336.0
2023-10-18,2355.25,2367.15,2320.2,2323.6,260837.0
2023-10-17,2352.45,2360.0,2342.0,2355.6,135643.0
2023-10-16,2348.0,2354.0,2336.0,2342.9,208827.0
2023-10-13,2342.9,2358.0,2330.0,2350.7,686714.0
2023-10-12,2347.65,2359.0,2338.05,2348.85,308005.0
2023-10-11,2314.9,2349.5,2314.0,2345.0,1384096.0
2023-10-10,2305.05,2317.9,2303.45,2308.55,87798.0
2023-10-09,2309.95,2312.55,2295.0,2297.75,96352.0
2023-10-06,2322.95,2325.0,2312.0,2317.9,356117.0
2023-10-05,2325.0,2329.0,2310.0,2313.85,194952.0
2023-10-04,2312.0,2318.7,2295.15,2314.3,269205.0
2023-10-03,2337.0,2337.0,2316.0,2318.25,266890.0
2023-09-29,2347.95,2369.5,2334.1,2346.5,152169.0
2023-09-28,2384.0,2384.0,2325.65,2334.0,314683.0
2023-09-27,2349.0,2371.7,2339.0,2369.1,248130.0
2023-09-26,2343.7,2350.0,2336.1,2341.55,139096.0
2023-09-25,2353.85,2359.9,2335.8,2340.05,191151.0
2023-09-22,2368.15,2383.65,2350.0,2354.05,367560.0
2023-09-21,2379.95,2390.0,2359.0,2364.55,358113.0
2023-09-20,2422.95,2426.4,2361.6,2382.1,2533477.0
2023-09-18,2442.0,2451.55,2432.6,2436.0,139331.0
2023-09-15,2466.05,2467.1,2449.6,2460.05,126487.0
2023-09-14,2456.35,2465.0,2445.0,2451.1,231443.0
2023-09-13,2443.55,2462.5,2415.6,2452.75,142946.0
2023-09-12,2489.7,2489.7,2435.2,2437.95,157057.0
2023-09-11,2455.95,2476.0,2452.05,2474.4,366596.0
2023-09-08,2436.4,2455.65,2423.4,2449.05,445328.0
2023-09-07,2425.85,2438.0,2411.4,2431.5,101108.0
2023-09-06,2422.95,2436.0,2418.0,2428.1,175250.0
2023-09-05,2418.25,2433.95,2411.0,2423.95,201719.0
2023-09-04,2410.05,2423.0,2406.0,2410.15,243913.0
2023-09-01,2408.0,2425.7,2401.3,2413.05,723207.0
2023-08-31,2420.05,2425.9,2400.0,2406.9,241991.0
2023-08-30,2430.3,2443.25,2415.05,2418.3,923878.0
2023-08-29,2447.0,2452.15,2408.45,2420.25,220154.0
2023-08-28,2474.0,2483.5,2432.0,2442.55,349403.0
2023-08-25,2454.0,2505.0,2443.95,2469.95,1212903.0
2023-08-24,2542.0,2542.0,2471.6,2478.65,302604.0
2023-08-23,2527.95,2542.4,2518.05,2523.15,157329.0
2023-08-22,2518.25,2537.45,2498.55,2519.0,115990.0
2023-08-21,2531.0,2554.9,2513.55,2518.25,156076.0
2023-08-18,2532.0,2577.0,2508.5,2556.7,1144311.0
2023-08-17,2568.0,2577.95,2532.2,2537.75,139614.0
2023-08-16,2556.65,2582.15,2550.65,2574.9,87871.0
2023-08-14,2533.05,2582.0,2524.2,2576.75,407900.0
2023-08-11,2535.45,2558.3,2512.1,2548.0,297470.0
2023-08-10,2527.0,2550.0,2508.8,2535.65,200827.0
2023-08-09,2507.0,2529.4,2481.0,2523.55,212798.0
2023-08-08,2525.3,2534.6,2499.45,2505.65,151755.0
2023-08-07,2515.0,2528.35,2505.05,2523.45,293130.0
2023-08-04,2485.0,2517.2,2472.0,2510.15,709795.0
2023-08-03,2471.45,2499.9,2458.0,2474.95,210947.0
2023-08-02,2500.0,2511.8,2463.2,2486.35,184490.0
2023-08-01,2547.85,2559.0,2505.9,2512.65,170213.0
2023-07-31,2527.9,2553.65,2518.75,2547.85,85020.0
2023-07-28,2509.05,2541.9,2501.0,2527.6,644967.0
2023-07-27,2529.0,2538.0,2491.45,2506.3,101139.0
2023-07-26,2480.1,2547.25,2480.1,2525.7,132959.0
2023-07-25,2491.5,2505.0,2480.05,2484.7,199238.0
2023-07-24,2484.0,2514.8,2469.55,2487.55,228305.0
2023-07-21,2603.0,2613.8,2523.35,2536.2,896988.0
2023-07-20,2589.0,2632.0,2582.0,2619.8,400680.0
2023-07-19,2581.707,2602.6743,2549.299,2589.0,782335.0
2023-07-18,2563.5202,2587.1768,2547.0655,2572.9555,364444.0
2023-07-17,2503.9459,2567.1211,2487.4,2549.2534,453640.0
2023-07-14,2507.9114,2516.7997,2483.0242,2496.8352,499323.0
2023-07-13,2535.1233,2552.4896,2495.7869,2500.7096,261573.0
2023-07-12,2525.0499,2554.5408,2517.8937,2521.7225,325221.0
2023-07-11,2507.1365,2525.0499,2496.4706,2519.9904,527404.0
2023-07-10,2448.6106,2511.5123,2436.5316,2493.4167,1110570.0
2023-07-07,2400.1124,2429.4665,2395.1896,2402.5282,576768.0
2023-07-06,2348.3324,2410.596,2348.3324,2405.1719,619409.0
2023-07-05,2370.7127,2373.8577,2348.0589,2356.3546,61768.0
2023-07-04,2389.3553,2394.3692,2345.8254,2359.4997,189823.0
2023-07-03,2327.5475,2390.2669,2327.5475,2384.0679,517214.0
2023-06-30,2315.5597,2330.7381,2309.1327,2325.2684,289824.0
2023-06-28,2293.6352,2313.0071,2276.9526,2305.8053,171621.0
2023-06-27,2279.9609,2288.1655,2266.6513,2275.2205,148922.0
2023-06-26,2282.6958,2293.544,2269.2494,2273.7619,197782.0
2023-06-23,2306.3979,2308.9504,2289.1683,2292.9515,289996.0
2023-06-22,2335.2962,2345.5064,2308.449,2311.503,61620.0
2023-06-21,2330.4191,2342.0422,2322.7615,2337.0283,144710.0
2023-06-20,2325.0861,2337.393,2310.956,2321.6675,171359.0
2023-06-19,2353.9844,2355.6254,2318.6136,2325.9977,165566.0
2023-06-16,2329.7354,2352.8905,2329.7354,2347.7854,150565.0
2023-06-15,2321.941,2335.4786,2311.1383,2326.0433,284440.0
2023-06-14,2295.504,2329.1884,2294.1822,2327.0005,196737.0
2023-06-13,2270.6168,2300.29,2266.5145,2297.6463,205509.0
2023-06-12,2258.9937,2269.0215,2247.2338,2263.6429,75549.0
2023-06-09,2274.5368,2286.4334,2259.0392,2262.549,169640.0
2023-06-08,2281.2372,2293.6352,2270.8447,2278.867,136486.0
2023-06-07,2266.3778,2278.6391,2253.843,2276.8158,211341.0
2023-06-06,2262.002,2270.0243,2244.9091,2261.0448,115547.0
2023-06-05,2247.2338,2264.1899,2240.8524,2257.8997,119029.0
2023-06-02,2256.2588,2263.3694,2234.4255,2237.9808,101224.0
2023-06-01,2258.9937,2264.8736,2240.7157,2244.4533,240274.0
2023-05-31,2285.3851,2287.2083,2244.1343,2255.9853,205076.0
2023-05-30,2297.2817,2313.1895,2291.7208,2296.7347,146443.0
2023-05-29,2296.3701,2306.3979,2285.3851,2297.0994,416211.0
2023-05-26,2236.7501,2288.1655,2232.6934,2285.0204,261121.0
2023-05-25,2218.4266,2232.0553,2202.1998,2223.0303,186194.0
2023-05-24,2230.3688,2245.3194,2218.2443,2221.6628,154319.0
2023-05-23,2247.1426,2250.1054,2235.1548,2237.206,87497.0
2023-05-22,2215.2359,2247.1426,2215.2359,2237.5706,144136.0
2023-05-19,2217.6973,2229.5939,2205.7095,2226.9046,54880.0
2023-05-18,2237.8441,2239.0292,2213.4127,2218.7457,56823.0
2023-05-17,2242.9036,2245.9575,2214.5066,2223.2582,158298.0
2023-05-16,2275.4028,2277.2261,2234.3799,2236.978,83298.0
2023-05-15,2266.2866,2282.4679,2254.0709,2268.2466,67628.0
2023-05-12,2258.082,2268.1099,2239.4394,2264.5545,61427.0
2023-05-11,2278.5935,2287.2539,2255.1649,2259.2671,98850.0
2023-05-10,2265.922,2278.9581,2262.1843,2275.6763,99083.0
2023-05-09,2256.2588,2267.1527,2245.7752,2260.042,65220.0
2023-05-08,2234.3343,2264.0076,2228.7735,2252.9314,92596.0
2023-05-05,2227.9986,2244.1343,2220.4777,2225.5372,81483.0
2023-05-04,2209.2192,2235.5195,2200.8779,2231.4627,88436.0
2023-05-03,2230.7335,2230.7335,2200.0574,2205.9374,89389.0
2023-05-02,2224.3521,2229.8218,2214.0964,2225.3093,145848.0
2023-04-28,2169.5182,2209.7662,2169.4726,2206.302,394972.0
2023-04-27,2155.9806,2172.3898,2155.069,2167.3759,85772.0
2023-04-26,2169.4726,2171.0224,2145.8161,2153.2914,145620.0
2023-04-25,2159.4448,2170.5665,2142.6254,2165.188,92349.0
2023-04-24,2155.9806,2172.2986,2141.1212,2148.8244,253679.0
2023-04-21,2140.5287,2152.1974,2131.3669,2141.3036,99384.0
2023-04-20,2142.4887,2150.5109,2126.8088,2138.3864,140197.0
2023-04-19,2130.4553,2149.5993,2126.1251,2143.8105,96087.0
2023-04-18,2161.1769,2166.0996,2120.4275,2133.2357,151805.0
2023-04-17,2201.5616,2201.5616,2141.577,2157.6215,294432.0
2023-04-13,2142.3063,2156.8011,2135.1501,2147.457,212068.0
2023-04-12,2129.8171,2158.9434,2124.1195,2139.0245,198164.0
2023-04-11,2124.0739,2134.1018,2118.6042,2129.8171,105010.0
2023-04-10,2138.6599,2142.671,2116.6898,2119.1512,93595.0
2023-04-06,2114.9577,2146.4086,2113.1801,2134.1018,144642.0
2023-04-05,2134.7855,2139.2068,2104.4741,2119.9717,258000.0
2023-04-03,2137.8394,2141.5315,2110.3996,2125.6693,214215.0
2023-03-31,2056.6141,2135.925,2055.2922,2125.0311,617169.0
2023-03-29,2043.7602,2046.5863,2015.8191,2037.698,159031.0
2023-03-28,2043.1677,2056.6141,2039.7491,2049.2755,113718.0
2023-03-27,2019.6935,2054.7908,2006.0192,2039.7491,315446.0
2023-03-24,2048.9565,2051.1444,2003.7401,2008.754,178216.0
2023-03-23,2069.3768,2069.3768,2045.4467,2048.9109,208447.0
2023-03-22,2078.5841,2088.7943,2069.3768,2075.439,230717.0
2023-03-21,2025.619,2072.8865,2021.9725,2069.4223,441746.0
2023-03-20,2026.5306,2026.5306,1987.331,2007.022,225747.0
2023-03-17,2050.2327,2052.5574,2017.3233,2026.5762,366281.0
2023-03-16,2039.3389,2055.6569,2007.6601,2029.3111,253732.0
2023-03-15,2082.9599,2095.8137,2031.0887,2039.1566,422737.0
2023-03-14,2079.5413,2101.2835,2069.0577,2075.3023,329326.0
2023-03-13,2122.2507,2136.8366,2073.9349,2082.9599,330968.0
2023-03-10,2136.1985,2136.1985,2110.582,2117.8293,337306.0
2023-03-09,2206.0286,2206.0286,2147.9128,2151.5593,299619.0
2023-03-08,2188.9813,2206.1197,2175.5349,2203.8863,99782.0
2023-03-06,2183.3292,2210.222,2183.3292,2194.998,168847.0
2023-03-03,2136.8366,2181.506,2134.0106,2174.2586,266949.0
2023-03-02,2124.9856,2143.0356,2116.5075,2122.114,89972.0
2023-03-01,2135.1957,2138.204,2118.194,2136.1529,183724.0
2023-02-28,2165.0968,2165.0968,2110.1717,2116.7354,300235.0
2023-02-27,2168.3787,2177.8595,2144.5398,2159.7183,247454.0
2023-02-24,2165.0968,2183.8762,2159.308,2174.9423,249650.0
2023-02-23,2166.0085,2183.2836,2152.79,2158.3053,265844.0
2023-02-22,2213.4127,2215.2359,2166.054,2168.7433,288637.0
2023-02-21,2207.0313,2229.8218,2199.237,2219.3382,167774.0
2023-02-20,2224.7168,2232.9669,2197.3226,2201.8351,221415.0
2023-02-17,2210.6322,2230.6423,2197.5505,2224.2154,105936.0
2023-02-16,2233.4683,2245.3194,2210.6778,2214.9168,277368.0
2023-02-15,2176.7656,2221.6173,2165.0968,2215.3271,367072.0
2023-02-14,2119.6982,2170.5665,2118.6042,2167.2847,124813.0
2023-02-13,2131.0023,2142.3063,2109.5336,2117.4647,79836.0
2023-02-10,2148.6877,2148.6877,2116.4163,2129.8627,127318.0
2023-02-09,2149.0067,2161.268,2127.766,2147.2291,88852.0
2023-02-08,2107.0267,2151.0579,2103.2434,2143.9473,268850.0
2023-02-07,2107.6648,2121.3391,2090.4352,2102.1039,225094.0
2023-02-06,2119.5158,2119.5158,2102.8788,2107.209,206263.0
2023-02-03,2137.7482,2140.3919,2090.5263,2123.2079,148804.0
2023-02-02,2119.5158,2140.2096,2107.0722,2121.1568,104181.0
2023-02-01,2169.6549,2170.4754,2101.2835,2131.4125,573669.0
2023-01-31,2174.213,2175.2158,2134.7399,2145.8617,100296.0
2023-01-30,2131.139,2159.9918,2097.7737,2143.4914,1392194.0
